Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
05;Oppland;;;;;SP;Senterpartiet;13;;;;15087;;;;;
05;Oppland;;;;;SV;Sosialistisk Venstreparti;9;;;;10136;;;;;
05;Oppland;;;;;V;Venstre;2;;;;2283;;;;;
05;Oppland;;;;;MDG;Miljøpartiet de Grønne;0;;;;348;;;;;
05;Oppland;;;;;FLMS;Fylkeslistene for miljø og solidaritet;0;;;;363;;;;;
06;Buskerud;;;;;A;Arbeiderpartiet;40;;;;56852;;;;;
06;Buskerud;;;;;FRP;Fremskrittspartiet;14;;;;20013;;;;;
06;Buskerud;;;;;H;Høyre;24;;;;34987;;;;;
06;Buskerud;;;;;KRF;Kristelig Folkeparti;5;;;;7257;;;;;
06;Buskerud;;;;;SP;Senterpartiet;6;;;;8694;;;;;
06;Buskerud;;;;;SV;Sosialistisk Venstreparti;8;;;;10815;;;;;
06;Buskerud;;;;;V;Venstre;2;;;;2914;;;;;
06;Buskerud;;;;;MDG;Miljøpartiet de Grønne;0;;;;532;;;;;
06;Buskerud;;;;;SI;Stopp Innvandringen;1;;;;844;;;;;
06;Buskerud;;;;;FLMS;Fylkeslistene for miljø og solidaritet;0;;;;645;;;;;
06;Buskerud;;;;;FF;Frie Folkevalgte;0;;;;46;;;;;
07;Vestfold;;;;;A;Arbeiderpartiet;30;;;;38034;;;;;
07;Vestfold;;;;;FRP;Fremskrittspartiet;17;;;;20884;;;;;
07;Vestfold;;;;;H;Høyre;29;;;;36579;;;;;
07;Vestfold;;;;;KRF;Kristelig Folkeparti;7;;;;8992;;;;;
07;Vestfold;;;;;SP;Senterpartiet;5;;;;5713;;;;;
07;Vestfold;;;;;SV;Sosialistisk Venstreparti;8;;;;10474;;;;;
07;Vestfold;;;;;V;Venstre;3;;;;3414;;;;;
07;Vestfold;;;;;MDG;Miljøpartiet de Grønne;1;;;;645;;;;;
07;Vestfold;;;;;PP;Pensjonistpartiet;1;;;;950;;;;;
07;Vestfold;;;;;DLF;Det Liberale Folkepartiet;0;;;;34;;;;;
07;Vestfold;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;664;;;;;
07;Vestfold;;;;;FF;Frie Folkevalgte;0;;;;46;;;;;
08;Telemark;;;;;A;Arbeiderpartiet;37;;;;37980;;;;;
08;Telemark;;;;;FRP;Fremskrittspartiet;13;;;;13001;;;;;
08;Telemark;;;;;H;Høyre;17;;;;17584;;;;;
08;Telemark;;;;;KRF;Kristelig Folkeparti;10;;;;10750;;;;;
08;Telemark;;;;;SP;Senterpartiet;5;;;;5266;;;;;
08;Telemark;;;;;SV;Sosialistisk Venstreparti;14;;;;14371;;;;;
08;Telemark;;;;;V;Venstre;3;;;;2590;;;;;
08;Telemark;;;;;MDG;Miljøpartiet de Grønne;0;;;;331;;;;;
08;Telemark;;;;;PP;Pensjonistpartiet;1;;;;586;;;;;
08;Telemark;;;;;DLF;Det Liberale Folkepartiet;0;;;;24;;;;;
08;Telemark;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;589;;;;;
09;Aust-Agder;;;;;A;Arbeiderpartiet;31;;;;18608;;;;;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;16;;;;9714;;;;;
09;Aust-Agder;;;;;H;Høyre;19;;;;11111;;;;;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;16;;;;9503;;;;;
09;Aust-Agder;;;;;SP;Senterpartiet;6;;;;3283;;;;;
09;Aust-Agder;;;;;SV;Sosialistisk Venstreparti;7;;;;3870;;;;;
09;Aust-Agder;;;;;V;Venstre;4;;;;2600;;;;;
09;Aust-Agder;;;;;MDG;Miljøpartiet de Grønne;0;;;;201;;;;;
09;Aust-Agder;;;;;SI;Stopp Innvandringen;0;;;;163;;;;;
09;Aust-Agder;;;;;FLMS;Fylkeslistene for miljø og solidaritet;0;;;;199;;;;;
10;Vest-Agder;;;;;A;Arbeiderpartiet;24;;;;20953;;;;;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;18;;;;15685;;;;;
10;Vest-Agder;;;;;H;Høyre;22;;;;19814;;;;;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;19;;;;17186;;;;;
10;Vest-Agder;;;;;SP;Senterpartiet;4;;;;3774;;;;;
10;Vest-Agder;;;;;SV;Sosialistisk Venstreparti;5;;;;4824;;;;;
10;Vest-Agder;;;;;V;Venstre;4;;;;3692;;;;;
10;Vest-Agder;;;;;MDG;Miljøpartiet de Grønne;1;;;;469;;;;;
10;Vest-Agder;;;;;PP;Pensjonistpartiet;2;;;;1655;;;;;
10;Vest-Agder;;;;;FLMS;Fylkeslistene for miljø og solidaritet;0;;;;287;;;;;
11;Rogaland;;;;;A;Arbeiderpartiet;27;;;;53832;;;;;
11;Rogaland;;;;;FRP;Fremskrittspartiet;15;;;;31072;;;;;
11;Rogaland;;;;;H;Høyre;22;;;;44821;;;;;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;15;;;;29528;;;;;
11;Rogaland;;;;;SP;Senterpartiet;8;;;;15340;;;;;
11;Rogaland;;;;;SV;Sosialistisk Venstreparti;7;;;;14552;;;;;
11;Rogaland;;;;;V;Venstre;5;;;;10452;;;;;
11;Rogaland;;;;;MDG;Miljøpartiet de Grønne;0;;;;571;;;;;
11;Rogaland;;;;;SI;Stopp Innvandringen;1;;;;1054;;;;;
11;Rogaland;;;;;FLMS;Fylkeslistene for miljø og solidaritet;0;;;;571;;;;;
12;Hordaland;;;;;A;Arbeiderpartiet;30;;;;75757;;;;;
12;Hordaland;;;;;FRP;Fremskrittspartiet;15;;;;37023;;;;;
12;Hordaland;;;;;H;Høyre;23;;;;57931;;;;;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;12;;;;29119;;;;;
12;Hordaland;;;;;SP;Senterpartiet;5;;;;13485;;;;;
12;Hordaland;;;;;SV;Sosialistisk Venstreparti;9;;;;23068;;;;;
12;Hordaland;;;;;V;Venstre;4;;;;9961;;;;;
12;Hordaland;;;;;MDG;Miljøpartiet de Grønne;0;;;;1160;;;;;
12;Hordaland;;;;;PP;Pensjonistpartiet;0;;;;901;;;;;
12;Hordaland;;;;;DLF;Det Liberale Folkepartiet;0;;;;56;;;;;
12;Hordaland;;;;;SI;Stopp Innvandringen;0;;;;890;;;;;
12;Hordaland;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;2979;;;;;
12;Hordaland;;;;;FF;Frie Folkevalgte;0;;;;49;;;;;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;31;;;;20324;;;;;
14;Sogn og Fjordane;;;;;FRP;Fremskrittspartiet;6;;;;4185;;;;;
14;Sogn og Fjordane;;;;;H;Høyre;16;;;;10589;;;;;
14;Sogn og Fjordane;;;;;KRF;Kristelig Folkeparti;15;;;;9509;;;;;
14;Sogn og Fjordane;;;;;SP;Senterpartiet;18;;;;11343;;;;;
14;Sogn og Fjordane;;;;;SV;Sosialistisk Venstreparti;7;;;;4789;;;;;
14;Sogn og Fjordane;;;;;V;Venstre;5;;;;3391;;;;;
14;Sogn og Fjordane;;;;;DLF;Det Liberale Folkepartiet;0;;;;14;;;;;
14;Sogn og Fjordane;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;483;;;;;
14;Sogn og Fjordane;;;;;FF;Frie Folkevalgte;0;;;;19;;;;;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;29;;;;42746;;;;;
15;Møre og Romsdal;;;;;FRP;Fremskrittspartiet;13;;;;19019;;;;;
15;Møre og Romsdal;;;;;H;Høyre;19;;;;27455;;;;;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;16;;;;24024;;;;;
15;Møre og Romsdal;;;;;SP;Senterpartiet;9;;;;12604;;;;;
15;Møre og Romsdal;;;;;SV;Sosialistisk Venstreparti;8;;;;11313;;;;;
15;Møre og Romsdal;;;;;V;Venstre;5;;;;7614;;;;;
15;Møre og Romsdal;;;;;MDG;Miljøpartiet de Grønne;0;;;;261;;;;;
15;Møre og Romsdal;;;;;PP;Pensjonistpartiet;0;;;;338;;;;;
15;Møre og Romsdal;;;;;DLF;Det Liberale Folkepartiet;0;;;;30;;;;;
15;Møre og Romsdal;;;;;SI;Stopp Innvandringen;0;;;;484;;;;;
15;Møre og Romsdal;;;;;FLMS;Fylkeslistene for miljø og solidaritet;0;;;;519;;;;;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;36;;;;57463;;;;;
16;Sør-Trøndelag;;;;;FRP;Fremskrittspartiet;10;;;;15602;;;;;
16;Sør-Trøndelag;;;;;H;Høyre;21;;;;33476;;;;;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;7;;;;11505;;;;;
16;Sør-Trøndelag;;;;;SP;Senterpartiet;8;;;;12577;;;;;
16;Sør-Trøndelag;;;;;SV;Sosialistisk Venstreparti;12;;;;19098;;;;;
16;Sør-Trøndelag;;;;;V;Venstre;3;;;;5114;;;;;
16;Sør-Trøndelag;;;;;MDG;Miljøpartiet de Grønne;0;;;;701;;;;;
16;Sør-Trøndelag;;;;;SI;Stopp Innvandringen;0;;;;488;;;;;
16;Sør-Trøndelag;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;1692;;;;;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;39;;;;30326;;;;;
17;Nord-Trøndelag;;;;;FRP;Fremskrittspartiet;8;;;;6124;;;;;
17;Nord-Trøndelag;;;;;H;Høyre;11;;;;8893;;;;;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;5;;;;4155;;;;;
17;Nord-Trøndelag;;;;;SP;Senterpartiet;19;;;;14816;;;;;
17;Nord-Trøndelag;;;;;SV;Sosialistisk Venstreparti;13;;;;10216;;;;;
17;Nord-Trøndelag;;;;;V;Venstre;5;;;;3626;;;;;
17;Nord-Trøndelag;;;;;MDG;Miljøpartiet de Grønne;0;;;;130;;;;;
17;Nord-Trøndelag;;;;;SI;Stopp Innvandringen;0;;;;180;;;;;
17;Nord-Trøndelag;;;;;FLMS;Fylkeslistene for miljø og solidaritet;0;;;;266;;;;;
18;Nordland;;;;;A;Arbeiderpartiet;39;;;;55457;;;;;
18;Nordland;;;;;FRP;Fremskrittspartiet;10;;;;14159;;;;;
18;Nordland;;;;;H;Høyre;19;;;;26715;;;;;
18;Nordland;;;;;KRF;Kristelig Folkeparti;7;;;;9482;;;;;
18;Nordland;;;;;SP;Senterpartiet;6;;;;8997;;;;;
18;Nordland;;;;;SV;Sosialistisk Venstreparti;15;;;;21211;;;;;
18;Nordland;;;;;V;Venstre;3;;;;3837;;;;;
18;Nordland;;;;;PP;Pensjonistpartiet;0;;;;633;;;;;
18;Nordland;;;;;SI;Stopp Innvandringen;0;;;;513;;;;;
18;Nordland;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;1623;;;;;
19;Troms;;;;;A;Arbeiderpartiet;38;;;;32481;;;;;
19;Troms;;;;;FRP;Fremskrittspartiet;11;;;;9832;;;;;
19;Troms;;;;;H;Høyre;21;;;;18104;;;;;
19;Troms;;;;;KRF;Kristelig Folkeparti;7;;;;6197;;;;;
19;Troms;;;;;SP;Senterpartiet;4;;;;3747;;;;;
19;Troms;;;;;SV;Sosialistisk Venstreparti;14;;;;11955;;;;;
19;Troms;;;;;V;Venstre;3;;;;2396;;;;;
19;Troms;;;;;MDG;Miljøpartiet de Grønne;0;;;;300;;;;;
19;Troms;;;;;PP;Pensjonistpartiet;0;;;;341;;;;;
19;Troms;;;;;SI;Stopp Innvandringen;0;;;;261;;;;;
19;Troms;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;704;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;36;;;;14958;;;;;
20;Finnmark;;;;;FRP;Fremskrittspartiet;7;;;;2704;;;;;
20;Finnmark;;;;;H;Høyre;12;;;;5079;;;;;
20;Finnmark;;;;;KRF;Kristelig Folkeparti;4;;;;1839;;;;;
20;Finnmark;;;;;SP;Senterpartiet;2;;;;727;;;;;
20;Finnmark;;;;;SV;Sosialistisk Venstreparti;14;;;;5706;;;;;
20;Finnmark;;;;;V;Venstre;2;;;;627;;;;;
20;Finnmark;;;;;MDG;Miljøpartiet de Grønne;0;;;;140;;;;;
20;Finnmark;;;;;SI;Stopp Innvandringen;0;;;;108;;;;;
20;Finnmark;;;;;FLMS;Fylkeslistene for miljø og solidaritet;1;;;;338;;;;;
20;Finnmark;;;;;FAFF;Folkeaksjonen Fremtid for Finnmark;21;;;;8817;;;;;
