Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
10;Vest-Agder;;;;;NKP;Norges Kommunistiske Parti;2;;;;456;;;;;
10;Vest-Agder;;;;;SAMF;Samfunnspartiet;0;;;;107;;;;;
10;Vest-Agder;;;;;B;Bondepartiet;11;;;;9472;;;;;
11;Rogaland;;;;;A;Arbeiderpartiet;35;;;;19900;;;;;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;9;;;;10406;;;;;
11;Rogaland;;;;;V;Venstre;26;;;;17711;;;;;
11;Rogaland;;;;;NKP;Norges Kommunistiske Parti;3;;;;1218;;;;;
11;Rogaland;;;;;SAMF;Samfunnspartiet;1;;;;716;;;;;
11;Rogaland;;;;;B;Bondepartiet;10;;;;19097;;;;;
12;Hordaland;;;;;A;Arbeiderpartiet;34;;;;33323;;;;;
12;Hordaland;;;;;H;Høyre;10;;;;10176;;;;;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;22;;;;21502;;;;;
12;Hordaland;;;;;V;Venstre;20;;;;19419;;;;;
12;Hordaland;;;;;NKP;Norges Kommunistiske Parti;3;;;;3193;;;;;
12;Hordaland;;;;;SAMF;Samfunnspartiet;1;;;;893;;;;;
12;Hordaland;;;;;B;Bondepartiet;9;;;;8438;;;;;
13;Bergen;;;;;A;Arbeiderpartiet;45;;;;30221;;;;;
13;Bergen;;;;;H;Høyre;19;;;;12437;;;;;
13;Bergen;;;;;V;Venstre;25;;;;16394;;;;;
13;Bergen;;;;;NKP;Norges Kommunistiske Parti;9;;;;5952;;;;;
13;Bergen;;;;;SAMF;Samfunnspartiet;2;;;;1572;;;;;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;33;;;;16362;;;;;
14;Sogn og Fjordane;;;;;H;Høyre;13;;;;6340;;;;;
14;Sogn og Fjordane;;;;;V;Venstre;30;;;;15128;;;;;
14;Sogn og Fjordane;;;;;NKP;Norges Kommunistiske Parti;1;;;;472;;;;;
14;Sogn og Fjordane;;;;;SAMF;Samfunnspartiet;0;;;;173;;;;;
14;Sogn og Fjordane;;;;;B;Bondepartiet;24;;;;11865;;;;;
14;Sogn og Fjordane;;;;;ANDRE;Andre;0;;;;3;;;;;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;36;;;;24073;;;;;
15;Møre og Romsdal;;;;;H;Høyre;10;;;;5572;;;;;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;27;;;;26179;;;;;
15;Møre og Romsdal;;;;;V;Venstre;25;;;;17314;;;;;
15;Møre og Romsdal;;;;;NKP;Norges Kommunistiske Parti;1;;;;465;;;;;
15;Møre og Romsdal;;;;;SAMF;Samfunnspartiet;1;;;;950;;;;;
15;Møre og Romsdal;;;;;ANDRE;Andre;0;;;;3;;;;;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;46;;;;32517;;;;;
16;Sør-Trøndelag;;;;;H;Høyre;16;;;;8590;;;;;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;8;;;;8712;;;;;
16;Sør-Trøndelag;;;;;V;Venstre;8;;;;8538;;;;;
16;Sør-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;7;;;;3335;;;;;
16;Sør-Trøndelag;;;;;SAMF;Samfunnspartiet;1;;;;335;;;;;
16;Sør-Trøndelag;;;;;B;Bondepartiet;10;;;;10608;;;;;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;48;;;;25804;;;;;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;7;;;;3645;;;;;
17;Nord-Trøndelag;;;;;V;Venstre;16;;;;8559;;;;;
17;Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;4;;;;2219;;;;;
17;Nord-Trøndelag;;;;;SAMF;Samfunnspartiet;0;;;;236;;;;;
17;Nord-Trøndelag;;;;;B;Bondepartiet;24;;;;13436;;;;;
18;Nordland;;;;;A;Arbeiderpartiet;52;;;;44603;;;;;
18;Nordland;;;;;H;Høyre;15;;;;12086;;;;;
18;Nordland;;;;;KRF;Kristelig Folkeparti;9;;;;8362;;;;;
18;Nordland;;;;;V;Venstre;10;;;;8504;;;;;
18;Nordland;;;;;NKP;Norges Kommunistiske Parti;6;;;;4616;;;;;
18;Nordland;;;;;SAMF;Samfunnspartiet;3;;;;2368;;;;;
18;Nordland;;;;;B;Bondepartiet;6;;;;5964;;;;;
18;Nordland;;;;;ANDRE;Andre;0;;;;1;;;;;
19;Troms;;;;;A;Arbeiderpartiet;57;;;;24758;;;;;
19;Troms;;;;;H;Høyre;12;;;;5216;;;;;
19;Troms;;;;;KRF;Kristelig Folkeparti;6;;;;2864;;;;;
19;Troms;;;;;V;Venstre;17;;;;6622;;;;;
19;Troms;;;;;NKP;Norges Kommunistiske Parti;5;;;;2215;;;;;
19;Troms;;;;;SAMF;Samfunnspartiet;2;;;;1035;;;;;
20;Finnmark;;;;;A;Arbeiderpartiet;59;;;;12583;;;;;
20;Finnmark;;;;;H;Høyre;14;;;;2789;;;;;
20;Finnmark;;;;;V;Venstre;10;;;;1848;;;;;
20;Finnmark;;;;;NKP;Norges Kommunistiske Parti;16;;;;3469;;;;;
21;Byer Østfold & Akershus;;;;;A;Arbeiderpartiet;0;;;;20043;;;;;
21;Byer Østfold & Akershus;;;;;H;Høyre;0;;;;9051;;;;;
21;Byer Østfold & Akershus;;;;;NKP;Norges Kommunistiske Parti;0;;;;2285;;;;;
21;Byer Østfold & Akershus;;;;;KRF;Kristelig Folkeparti;0;;;;2747;;;;;
21;Byer Østfold & Akershus;;;;;V;Venstre;0;;;;1288;;;;;
21;Byer Østfold & Akershus;;;;;SAMF;Samfunnspartiet;0;;;;137;;;;;
22;Byer Hedmark & Oppland;;;;;A;Arbeiderpartiet;0;;;;9014;;;;;
22;Byer Hedmark & Oppland;;;;;H;Høyre;0;;;;3878;;;;;
22;Byer Hedmark & Oppland;;;;;V;Venstre;0;;;;2517;;;;;
22;Byer Hedmark & Oppland;;;;;NKP;Norges Kommunistiske Parti;0;;;;1186;;;;;
22;Byer Hedmark & Oppland;;;;;SAMF;Samfunnspartiet;0;;;;51;;;;;
23;Byer Buskerud;;;;;A;Arbeiderpartiet;0;;;;13710;;;;;
23;Byer Buskerud;;;;;H;Høyre;0;;;;8201;;;;;
23;Byer Buskerud;;;;;KRF;Kristelig Folkeparti;0;;;;1468;;;;;
23;Byer Buskerud;;;;;NKP;Norges Kommunistiske Parti;0;;;;1699;;;;;
23;Byer Buskerud;;;;;SAMF;Samfunnspartiet;0;;;;80;;;;;
23;Byer Buskerud;;;;;ANDRE;Andre;0;;;;9;;;;;
24;Byer Vestfold;;;;;A;Arbeiderpartiet;0;;;;13132;;;;;
24;Byer Vestfold;;;;;H;Høyre;0;;;;8950;;;;;
24;Byer Vestfold;;;;;V;Venstre;0;;;;2896;;;;;
24;Byer Vestfold;;;;;NKP;Norges Kommunistiske Parti;0;;;;1322;;;;;
25;Byer Telemark & Aust-Agder;;;;;A;Arbeiderpartiet;0;;;;14467;;;;;
25;Byer Telemark & Aust-Agder;;;;;H;Høyre;0;;;;6363;;;;;
25;Byer Telemark & Aust-Agder;;;;;KRF;Kristelig Folkeparti;0;;;;3074;;;;;
25;Byer Telemark & Aust-Agder;;;;;V;Venstre;0;;;;5867;;;;;
25;Byer Telemark & Aust-Agder;;;;;NKP;Norges Kommunistiske Parti;0;;;;2491;;;;;
25;Byer Telemark & Aust-Agder;;;;;SAMF;Samfunnspartiet;0;;;;76;;;;;
26;Byer Vest-Agder & Rogaland;;;;;A;Arbeiderpartiet;0;;;;26101;;;;;
26;Byer Vest-Agder & Rogaland;;;;;V;Venstre;0;;;;17303;;;;;
26;Byer Vest-Agder & Rogaland;;;;;H;Høyre;0;;;;12488;;;;;
26;Byer Vest-Agder & Rogaland;;;;;NKP;Norges Kommunistiske Parti;0;;;;2276;;;;;
26;Byer Vest-Agder & Rogaland;;;;;SAMF;Samfunnspartiet;0;;;;961;;;;;
27;Byer Møre & Romsdal;;;;;A;Arbeiderpartiet;0;;;;10378;;;;;
27;Byer Møre & Romsdal;;;;;V;Venstre;0;;;;6300;;;;;
27;Byer Møre & Romsdal;;;;;NKP;Norges Kommunistiske Parti;0;;;;757;;;;;
27;Byer Møre & Romsdal;;;;;H;Høyre;0;;;;3909;;;;;
27;Byer Møre & Romsdal;;;;;SAMF;Samfunnspartiet;0;;;;234;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;A;Arbeiderpartiet;0;;;;17495;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;H;Høyre;0;;;;8994;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;NKP;Norges Kommunistiske Parti;0;;;;4142;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;V;Venstre;0;;;;4334;;;;;
28;Byer Sør & Nord-Trøndelag;;;;;SAMF;Samfunnspartiet;0;;;;285;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;A;Arbeiderpartiet;0;;;;10447;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;H;Høyre;0;;;;3764;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;NKP;Norges Kommunistiske Parti;0;;;;1910;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;V;Venstre;0;;;;3796;;;;;
29;Byer Nordland, Troms & Finnmark;;;;;SAMF;Samfunnspartiet;0;;;;384;;;;;
