Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
05;Oppland;;;;;A;Arbeiderpartiet;33,21528;133306;20038;14007;34045;-1,80565;;2;0;
05;Oppland;;;;;SV;Sosialistisk Venstreparti;4,52692;133306;3058;1582;4640;-1,05584;;1;1;
05;Oppland;;;;;RØDT;Rødt;4,47228;133306;2810;1774;4584;0,89032;;0;0;
05;Oppland;;;;;SP;Senterpartiet;15,77787;133306;7979;8193;16172;-10,18883;;1;0;
05;Oppland;;;;;KRF;Kristelig Folkeparti;2,21468;133306;1255;1015;2270;0,65682;;0;0;
05;Oppland;;;;;MDG;Miljøpartiet De Grønne;2,88201;133306;1870;1084;2954;0,56194;;0;0;
05;Oppland;;;;;V;Venstre;2,16102;133306;1311;904;2215;-0,24115;;0;0;
05;Oppland;;;;;H;Høyre;9,21481;133306;5504;3941;9445;-3,27543;;0;0;
05;Oppland;;;;;FRP;Fremskrittspartiet;21,37408;133306;12797;9111;21908;12,80027;;2;0;
05;Oppland;;;;;DEMN;Norgesdemokratene;0,84489;133306;414;452;866;-0,09773;;0;0;
05;Oppland;;;;;DNI;Partiet DNI;0,14927;133306;87;66;153;0,14927;;0;0;
05;Oppland;;;;;FRED;Fred og Rettferdighet (FOR);0,24;133306;145;101;246;0,24;;0;0;
05;Oppland;;;;;GENP;Generasjonspartiet;0,68782;133306;406;299;705;0,68782;;0;0;
05;Oppland;;;;;HELSE;Velferd og Innovasjonspartiet;0,14927;133306;80;73;153;-0,03824;;0;0;
05;Oppland;;;;;INP;Industri- og Næringspartiet;0,64196;133306;321;337;658;0,51223;;0;0;
05;Oppland;;;;;KRISTNE;Konservativt;0,3083;133306;193;123;316;0,09342;;0;0;
05;Oppland;;;;;PP;Pensjonistpartiet;0,95514;133306;603;376;979;0,41997;;0;0;
05;Oppland;;;;;PS;Partiet Sentrum;0,18439;133306;105;84;189;-0,0021;;0;0;
09;Aust-Agder;;;;;A;Arbeiderpartiet;26,88513;91325;11253;8093;19346;2,35866;;1;0;
09;Aust-Agder;;;;;SV;Sosialistisk Venstreparti;3,90645;91325;1841;970;2811;-1,6286;;0;0;
09;Aust-Agder;;;;;RØDT;Rødt;4,59296;91325;2028;1277;3305;0,86242;;0;0;
09;Aust-Agder;;;;;SP;Senterpartiet;5,07935;91325;1759;1896;3655;-8,44993;;0;0;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;8,09361;91325;3396;2428;5824;-0,63883;;1;1;
09;Aust-Agder;;;;;MDG;Miljøpartiet De Grønne;3,37975;91325;1495;937;2432;0,37831;;0;0;
09;Aust-Agder;;;;;V;Venstre;2,57789;91325;1098;757;1855;-0,66658;;0;0;
09;Aust-Agder;;;;;H;Høyre;13,02843;91325;5677;3698;9375;-7,18118;;1;0;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;27,79538;91325;11960;8041;20001;14,53799;;1;0;
09;Aust-Agder;;;;;DEMN;Norgesdemokratene;0,64899;91325;222;245;467;-0,74389;;0;0;
09;Aust-Agder;;;;;DNI;Partiet DNI;0,19178;91325;84;54;138;0,19178;;0;0;
09;Aust-Agder;;;;;FRED;Fred og Rettferdighet (FOR);0,20984;91325;76;75;151;0,20984;;0;0;
09;Aust-Agder;;;;;GENP;Generasjonspartiet;0,66984;91325;258;224;482;0,66984;;0;0;
09;Aust-Agder;;;;;HELSE;Velferd og Innovasjonspartiet;0,12229;91325;52;36;88;-0,16631;;0;0;
09;Aust-Agder;;;;;INP;Industri- og Næringspartiet;0,71708;91325;298;218;516;0,2933;;0;0;
09;Aust-Agder;;;;;KRISTNE;Konservativt;1,22155;91325;542;337;879;0,35119;;0;0;
09;Aust-Agder;;;;;PP;Pensjonistpartiet;0,75044;91325;289;251;540;0,17324;;0;0;
09;Aust-Agder;;;;;PS;Partiet Sentrum;0,12924;91325;58;35;93;-0,22012;;0;0;
10;Vest-Agder;;;;;A;Arbeiderpartiet;22,82677;144910;16449;9923;26372;2,0513;;1;0;
10;Vest-Agder;;;;;SV;Sosialistisk Venstreparti;3,87948;144910;3053;1429;4482;-1,46061;;1;1;
10;Vest-Agder;;;;;RØDT;Rødt;4,01278;144910;2929;1707;4636;0,82204;;0;0;
10;Vest-Agder;;;;;SP;Senterpartiet;4,03615;144910;2294;2369;4663;-6,2912;;0;0;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;12,98612;144910;9052;5951;15003;-0,89716;;1;0;
10;Vest-Agder;;;;;MDG;Miljøpartiet De Grønne;3,4969;144910;2526;1514;4040;0,32993;;0;0;
10;Vest-Agder;;;;;V;Venstre;3,0996;144910;2146;1435;3581;-0,54669;;0;0;
10;Vest-Agder;;;;;H;Høyre;13,51066;144910;9806;5803;15609;-7,75365;;1;0;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;27,65492;144910;20935;11015;31950;14,51059;;2;0;
10;Vest-Agder;;;;;DEMN;Norgesdemokratene;0,59465;144910;383;304;687;-1,98172;;0;0;
10;Vest-Agder;;;;;DNI;Partiet DNI;0,12551;144910;94;51;145;0,12551;;0;0;
10;Vest-Agder;;;;;FRED;Fred og Rettferdighet (FOR);0,21639;144910;150;100;250;0,21639;;0;0;
10;Vest-Agder;;;;;GENP;Generasjonspartiet;0,56608;144910;392;262;654;0,56608;;0;0;
10;Vest-Agder;;;;;HELSE;Velferd og Innovasjonspartiet;0,12637;144910;83;63;146;-0,03245;;0;0;
10;Vest-Agder;;;;;INP;Industri- og Næringspartiet;0,51155;144910;340;251;591;0,16918;;0;0;
10;Vest-Agder;;;;;KRISTNE;Konservativt;1,31999;144910;923;602;1525;0,39843;;0;0;
10;Vest-Agder;;;;;NKP;Norges Kommunistiske Parti;0,04328;144910;26;24;50;0,04328;;0;0;
10;Vest-Agder;;;;;PP;Pensjonistpartiet;0,7591;144910;576;301;877;0,29119;;0;0;
10;Vest-Agder;;;;;PS;Partiet Sentrum;0,2337;144910;170;100;270;-0,22089;;0;0;
11;Rogaland;;;;;A;Arbeiderpartiet;23,66497;350312;42337;24402;66739;1,2717;;4;0;
11;Rogaland;;;;;SV;Sosialistisk Venstreparti;3,68773;350312;7005;3395;10400;-1,43495;;1;1;
11;Rogaland;;;;;RØDT;Rødt;5,50146;350312;10040;5475;15515;1,78528;;1;0;
11;Rogaland;;;;;SP;Senterpartiet;4,99369;350312;6818;7265;14083;-5,41895;;1;0;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;8,36406;350312;14043;9545;23588;0,30629;;1;0;
11;Rogaland;;;;;MDG;Miljøpartiet De Grønne;2,74913;350312;5222;2531;7753;0,37263;;0;0;
11;Rogaland;;;;;V;Venstre;2,64276;350312;4589;2864;7453;-0,87487;;0;0;
11;Rogaland;;;;;H;Høyre;15,34665;350312;27851;15429;43280;-8,60069;;2;0;
11;Rogaland;;;;;FRP;Fremskrittspartiet;28,72887;350312;54770;26250;81020;11,97052;;4;0;
11;Rogaland;;;;;DEMN;Norgesdemokratene;0,69464;350312;1075;884;1959;-0,32287;;0;0;
11;Rogaland;;;;;DNI;Partiet DNI;0,16985;350312;314;165;479;0,16985;;0;0;
11;Rogaland;;;;;FRED;Fred og Rettferdighet (FOR);0,25211;350312;405;306;711;0,25211;;0;0;
11;Rogaland;;;;;GENP;Generasjonspartiet;0,59287;350312;1045;627;1672;0,59287;;0;0;
11;Rogaland;;;;;HELSE;Velferd og Innovasjonspartiet;0,14857;350312;230;189;419;-0,04458;;0;0;
11;Rogaland;;;;;INP;Industri- og Næringspartiet;0,74216;350312;1272;821;2093;0,10631;;0;0;
11;Rogaland;;;;;KRISTNE;Konservativt;0,87513;350312;1529;939;2468;0,33431;;0;0;
11;Rogaland;;;;;PP;Pensjonistpartiet;0,71095;350312;1320;685;2005;0,19834;;0;0;
11;Rogaland;;;;;PS;Partiet Sentrum;0,13439;350312;245;134;379;-0,21753;;0;0;
12;Hordaland;;;;;A;Arbeiderpartiet;26,73735;397478;58038;28814;86852;4,01861;;4;0;
12;Hordaland;;;;;SV;Sosialistisk Venstreparti;5,81066;397478;13290;5585;18875;-3,05375;;1;0;
12;Hordaland;;;;;RØDT;Rødt;4,97023;397478;10984;5161;16145;0,30753;;1;0;
12;Hordaland;;;;;SP;Senterpartiet;4,22739;397478;7499;6233;13732;-5,65194;;1;1;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;4,96469;397478;10439;5688;16127;0,11284;;1;0;
12;Hordaland;;;;;MDG;Miljøpartiet De Grønne;4,86464;397478;10698;5104;15802;0,93017;;1;0;
12;Hordaland;;;;;V;Venstre;3,42513;397478;7012;4114;11126;-0,91233;;0;0;
12;Hordaland;;;;;H;Høyre;16,87293;397478;36542;18267;54809;-7,60446;;3;0;
12;Hordaland;;;;;FRP;Fremskrittspartiet;23,81894;397478;53682;23690;77372;11,1812;;4;0;
12;Hordaland;;;;;DEMN;Norgesdemokratene;0,60339;397478;1157;803;1960;-0,34431;;0;0;
12;Hordaland;;;;;DNI;Partiet DNI;0,15054;397478;332;157;489;0,15054;;0;0;
12;Hordaland;;;;;FRED;Fred og Rettferdighet (FOR);0,24659;397478;517;284;801;0,24659;;0;0;
12;Hordaland;;;;;GENP;Generasjonspartiet;1,10487;397478;2264;1325;3589;1,10487;;0;0;
12;Hordaland;;;;;HELSE;Velferd og Innovasjonspartiet;0,17917;397478;341;241;582;0,0177;;0;0;
12;Hordaland;;;;;INP;Industri- og Næringspartiet;0,52981;397478;1021;700;1721;-0,0429;;0;0;
12;Hordaland;;;;;KRISTNE;Konservativt;0,55628;397478;1197;610;1807;0,10023;;0;0;
12;Hordaland;;;;;PP;Pensjonistpartiet;0,83827;397478;1898;825;2723;0,08499;;0;0;
12;Hordaland;;;;;PS;Partiet Sentrum;0,09913;397478;216;106;322;-0,09562;;0;0;
14;Sogn og Fjordane;;;;;A;Arbeiderpartiet;30,93611;79086;12077;7702;19779;4,47755;;1;0;
14;Sogn og Fjordane;;;;;SV;Sosialistisk Venstreparti;4,26214;79086;1741;984;2725;-1,65745;;0;0;
14;Sogn og Fjordane;;;;;RØDT;Rødt;3,97591;79086;1598;944;2542;-0,0333;;0;0;
14;Sogn og Fjordane;;;;;SP;Senterpartiet;16,02409;79086;5446;4799;10245;-12,38028;;1;0;
14;Sogn og Fjordane;;;;;KRF;Kristelig Folkeparti;4,27778;79086;1635;1100;2735;0,42965;;0;0;
14;Sogn og Fjordane;;;;;MDG;Miljøpartiet De Grønne;3,28302;79086;1381;718;2099;0,79921;;1;1;
14;Sogn og Fjordane;;;;;V;Venstre;2,92015;79086;1070;797;1867;-0,51885;;0;0;
14;Sogn og Fjordane;;;;;H;Høyre;10,17752;79086;3915;2592;6507;-3,56076;;0;0;
14;Sogn og Fjordane;;;;;FRP;Fremskrittspartiet;20,82584;79086;8610;4705;13315;11,53007;;1;0;
14;Sogn og Fjordane;;;;;DEMN;Norgesdemokratene;0,60999;79086;197;193;390;-0,11969;;0;0;
14;Sogn og Fjordane;;;;;DNI;Partiet DNI;0,17205;79086;67;43;110;0,17205;;0;0;
14;Sogn og Fjordane;;;;;FRED;Fred og Rettferdighet (FOR);0,20177;79086;80;49;129;0,20177;;0;0;
14;Sogn og Fjordane;;;;;GENP;Generasjonspartiet;0,83053;79086;309;222;531;0,83053;;0;0;
14;Sogn og Fjordane;;;;;HELSE;Velferd og Innovasjonspartiet;0,15172;79086;54;43;97;0,00836;;0;0;
14;Sogn og Fjordane;;;;;INP;Industri- og Næringspartiet;0,4051;79086;154;105;259;-0,06686;;0;0;
14;Sogn og Fjordane;;;;;KRISTNE;Konservativt;0,427;79086;186;87;273;0,01947;;0;0;
14;Sogn og Fjordane;;;;;PP;Pensjonistpartiet;0,41136;79086;161;102;263;0,13269;;0;0;
14;Sogn og Fjordane;;;;;PS;Partiet Sentrum;0,10792;79086;44;25;69;-0,1192;;0;0;
15;Møre og Romsdal;;;;;A;Arbeiderpartiet;23,59048;196531;23384;13608;36992;3,42473;;2;0;
15;Møre og Romsdal;;;;;SV;Sosialistisk Venstreparti;3,80399;196531;3967;1998;5965;-2,49006;;0;0;
15;Møre og Romsdal;;;;;RØDT;Rødt;3,45516;196531;3464;1954;5418;0,13126;;0;0;
15;Møre og Romsdal;;;;;SP;Senterpartiet;7,32611;196531;5558;5930;11488;-10,15115;;1;0;
15;Møre og Romsdal;;;;;KRF;Kristelig Folkeparti;6,75918;196531;6298;4301;10599;1,43272;;1;1;
15;Møre og Romsdal;;;;;MDG;Miljøpartiet De Grønne;3,08082;196531;3080;1751;4831;0,58975;;0;0;
15;Møre og Romsdal;;;;;V;Venstre;2,97113;196531;2767;1892;4659;0,03063;;0;0;
15;Møre og Romsdal;;;;;H;Høyre;12,64022;196531;12306;7515;19821;-3,61408;;1;0;
15;Møre og Romsdal;;;;;FRP;Fremskrittspartiet;32,34636;196531;33832;16890;50722;10,28181;;3;0;
15;Møre og Romsdal;;;;;DEMN;Norgesdemokratene;0,70468;196531;610;495;1105;-0,47583;;0;0;
15;Møre og Romsdal;;;;;DNI;Partiet DNI;0,20407;196531;208;112;320;0,20407;;0;0;
15;Møre og Romsdal;;;;;FRED;Fred og Rettferdighet (FOR);0,23787;196531;217;156;373;0,23787;;0;0;
15;Møre og Romsdal;;;;;GENP;Generasjonspartiet;0,67981;196531;648;418;1066;0,67981;;0;0;
15;Møre og Romsdal;;;;;HELSE;Velferd og Innovasjonspartiet;0,14604;196531;123;106;229;-0,04263;;0;0;
15;Møre og Romsdal;;;;;INP;Industri- og Næringspartiet;0,71616;196531;687;436;1123;-0,02234;;0;0;
15;Møre og Romsdal;;;;;KRISTNE;Konservativt;0,61093;196531;597;361;958;0,0638;;0;0;
15;Møre og Romsdal;;;;;PP;Pensjonistpartiet;0,63772;196531;651;349;1000;0,10541;;0;0;
15;Møre og Romsdal;;;;;PS;Partiet Sentrum;0,08928;196531;88;52;140;-0,12971;;0;0;
16;Sør-Trøndelag;;;;;A;Arbeiderpartiet;31,97692;258021;44855;21523;66378;2,15809;;4;0;
16;Sør-Trøndelag;;;;;SV;Sosialistisk Venstreparti;6,87202;258021;10700;3565;14265;-2,25408;;1;0;
16;Sør-Trøndelag;;;;;RØDT;Rødt;5,98417;258021;8824;3598;12422;0,36827;;1;1;
16;Sør-Trøndelag;;;;;SP;Senterpartiet;6,75688;258021;6944;7082;14026;-8,34426;;1;0;
16;Sør-Trøndelag;;;;;KRF;Kristelig Folkeparti;2,49734;258021;3366;1818;5184;0,31815;;0;0;
16;Sør-Trøndelag;;;;;MDG;Miljøpartiet De Grønne;5,75823;258021;8724;3229;11953;0,96205;;0;0;
16;Sør-Trøndelag;;;;;V;Venstre;3,66218;258021;5107;2495;7602;-0,70292;;0;0;
16;Sør-Trøndelag;;;;;H;Høyre;12,47368;258021;17775;8118;25893;-4,00194;;1;0;
16;Sør-Trøndelag;;;;;FRP;Fremskrittspartiet;19,81058;258021;28194;12929;41123;11,19422;;2;0;
16;Sør-Trøndelag;;;;;DEMN;Norgesdemokratene;0,72454;258021;836;668;1504;-0,16711;;0;0;
16;Sør-Trøndelag;;;;;DNI;Partiet DNI;0,1768;258021;227;140;367;0,1768;;0;0;
16;Sør-Trøndelag;;;;;FRED;Fred og Rettferdighet (FOR);0,22834;258021;334;140;474;0,22834;;0;0;
16;Sør-Trøndelag;;;;;GENP;Generasjonspartiet;0,53666;258021;725;389;1114;0,53666;;0;0;
16;Sør-Trøndelag;;;;;HELSE;Velferd og Innovasjonspartiet;0,16716;258021;238;109;347;-0,00361;;0;0;
16;Sør-Trøndelag;;;;;INP;Industri- og Næringspartiet;0,60314;258021;720;532;1252;0,26262;;0;0;
16;Sør-Trøndelag;;;;;KRISTNE;Konservativt;0,21967;258021;257;199;456;0,06184;;0;0;
16;Sør-Trøndelag;;;;;PP;Pensjonistpartiet;1,44377;258021;2121;876;2997;-0,29037;;0;0;
16;Sør-Trøndelag;;;;;PS;Partiet Sentrum;0,10791;258021;150;74;224;-0,12082;;0;0;
17;Nord-Trøndelag;;;;;A;Arbeiderpartiet;36,30809;101928;17793;11028;28821;2,73686;;2;0;
17;Nord-Trøndelag;;;;;SV;Sosialistisk Venstreparti;4,19506;101928;2191;1139;3330;-1,53149;;0;0;
17;Nord-Trøndelag;;;;;RØDT;Rødt;5,18399;101928;2610;1505;4115;1,22407;;0;0;
17;Nord-Trøndelag;;;;;SP;Senterpartiet;14,83516;101928;5612;6164;11776;-13,98548;;1;0;
17;Nord-Trøndelag;;;;;KRF;Kristelig Folkeparti;2,6216;101928;1276;805;2081;0,3696;;0;0;
17;Nord-Trøndelag;;;;;MDG;Miljøpartiet De Grønne;2,37342;101928;1186;698;1884;0,51546;;1;1;
17;Nord-Trøndelag;;;;;V;Venstre;1,8229;101928;846;601;1447;-0,2086;;0;0;
17;Nord-Trøndelag;;;;;H;Høyre;9,01624;101928;4411;2746;7157;-1,57964;;0;0;
17;Nord-Trøndelag;;;;;FRP;Fremskrittspartiet;19,4724;101928;9725;5732;15457;11,45341;;1;0;
17;Nord-Trøndelag;;;;;DEMN;Norgesdemokratene;0,70926;101928;285;278;563;-0,27453;;0;0;
17;Nord-Trøndelag;;;;;DNI;Partiet DNI;0,28345;101928;147;78;225;0,28345;;0;0;
17;Nord-Trøndelag;;;;;FRED;Fred og Rettferdighet (FOR);0,21416;101928;100;70;170;0,21416;;0;0;
17;Nord-Trøndelag;;;;;GENP;Generasjonspartiet;0,54045;101928;246;183;429;0,54045;;0;0;
17;Nord-Trøndelag;;;;;HELSE;Velferd og Innovasjonspartiet;0,13858;101928;58;52;110;-0,05061;;0;0;
17;Nord-Trøndelag;;;;;INP;Industri- og Næringspartiet;0,85161;101928;367;309;676;0,38321;;0;0;
17;Nord-Trøndelag;;;;;KRISTNE;Konservativt;0,33258;101928;183;81;264;0,09903;;0;0;
17;Nord-Trøndelag;;;;;PP;Pensjonistpartiet;1,02672;101928;529;286;815;0,18777;;0;0;
17;Nord-Trøndelag;;;;;PS;Partiet Sentrum;0,07433;101928;36;23;59;-0,09399;;0;0;
18;Nordland;;;;;A;Arbeiderpartiet;30,5856;181846;25810;16240;42050;1,82036;;3;0;
18;Nordland;;;;;SV;Sosialistisk Venstreparti;5,67197;181846;4873;2925;7798;-1,49494;;0;0;
18;Nordland;;;;;RØDT;Rødt;6,61827;181846;5438;3661;9099;1,19988;;1;1;
18;Nordland;;;;;SP;Senterpartiet;8,64616;181846;5925;5962;11887;-12,56029;;1;0;
18;Nordland;;;;;KRF;Kristelig Folkeparti;2,3792;181846;1795;1476;3271;0,41464;;0;0;
18;Nordland;;;;;MDG;Miljøpartiet De Grønne;2,88181;181846;2464;1498;3962;0,544;;0;0;
18;Nordland;;;;;V;Venstre;1,96897;181846;1571;1136;2707;-0,52082;;0;0;
18;Nordland;;;;;H;Høyre;11,18029;181846;9434;5937;15371;-4,11607;;1;0;
18;Nordland;;;;;FRP;Fremskrittspartiet;25,58134;181846;21603;13567;35170;13,40952;;3;0;
18;Nordland;;;;;DEMN;Norgesdemokratene;0,79573;181846;543;551;1094;-0,55048;;0;0;
18;Nordland;;;;;DNI;Partiet DNI;0,28876;181846;225;172;397;0,28876;;0;0;
18;Nordland;;;;;FRED;Fred og Rettferdighet (FOR);0,26403;181846;224;139;363;0,26403;;0;0;
18;Nordland;;;;;GENP;Generasjonspartiet;0,76882;181846;585;472;1057;0,76882;;0;0;
18;Nordland;;;;;HELSE;Velferd og Innovasjonspartiet;0,18402;181846;144;109;253;-0,06853;;0;0;
18;Nordland;;;;;INP;Industri- og Næringspartiet;1,01758;181846;779;620;1399;0,58771;;0;0;
18;Nordland;;;;;KRISTNE;Konservativt;0,33095;181846;268;187;455;0,09702;;0;0;
18;Nordland;;;;;PP;Pensjonistpartiet;0,75209;181846;600;434;1034;0,31552;;0;0;
18;Nordland;;;;;PS;Partiet Sentrum;0,08437;181846;72;44;116;-0,07282;;0;0;
31;Østfold;;;;;A;Arbeiderpartiet;29,79874;234860;32071;20890;52961;;;4;0;
31;Østfold;;;;;SV;Sosialistisk Venstreparti;4,342;234860;4892;2825;7717;;;0;0;
31;Østfold;;;;;RØDT;Rødt;5,19668;234860;5714;3522;9236;;;1;1;
31;Østfold;;;;;SP;Senterpartiet;4,82195;234860;3997;4573;8570;;;0;0;
31;Østfold;;;;;KRF;Kristelig Folkeparti;3,85868;234860;3868;2990;6858;;;0;0;
31;Østfold;;;;;MDG;Miljøpartiet De Grønne;3,44119;234860;3792;2324;6116;;;0;0;
31;Østfold;;;;;V;Venstre;2,4965;234860;2543;1894;4437;;;0;0;
31;Østfold;;;;;H;Høyre;12,54213;234860;13546;8745;22291;;;1;0;
31;Østfold;;;;;FRP;Fremskrittspartiet;28,72632;234860;31894;19161;51055;;;3;0;
31;Østfold;;;;;DEMN;Norgesdemokratene;0,9717;234860;850;877;1727;;;0;0;
31;Østfold;;;;;DNI;Partiet DNI;0,13279;234860;140;96;236;;;0;0;
31;Østfold;;;;;FRED;Fred og Rettferdighet (FOR);0,29539;234860;289;236;525;;;0;0;
31;Østfold;;;;;GENP;Generasjonspartiet;0,67406;234860;693;505;1198;;;0;0;
31;Østfold;;;;;HELSE;Velferd og Innovasjonspartiet;0,13279;234860;140;96;236;;;0;0;
31;Østfold;;;;;INP;Industri- og Næringspartiet;0,62117;234860;556;548;1104;;;0;0;
31;Østfold;;;;;KRISTNE;Konservativt;0,45069;234860;471;330;801;;;0;0;
31;Østfold;;;;;PP;Pensjonistpartiet;1,36331;234860;1556;867;2423;;;0;0;
31;Østfold;;;;;PS;Partiet Sentrum;0,13391;234860;113;125;238;;;0;0;
32;Akershus;;;;;A;Arbeiderpartiet;27,31523;514392;72242;41285;113527;;;6;0;
32;Akershus;;;;;SV;Sosialistisk Venstreparti;5,18168;514392;13871;7665;21536;;;1;0;
32;Akershus;;;;;RØDT;Rødt;4,24982;514392;11427;6236;17663;;;1;0;
32;Akershus;;;;;SP;Senterpartiet;2,93443;514392;6379;5817;12196;;;0;0;
32;Akershus;;;;;KRF;Kristelig Folkeparti;2,59565;514392;6630;4158;10788;;;1;1;
32;Akershus;;;;;MDG;Miljøpartiet De Grønne;5,42036;514392;14765;7763;22528;;;1;0;
32;Akershus;;;;;V;Venstre;5,42397;514392;14150;8393;22543;;;1;0;
32;Akershus;;;;;H;Høyre;19,4366;514392;54116;26666;80782;;;4;0;
32;Akershus;;;;;FRP;Fremskrittspartiet;23,56972;514392;65824;32136;97960;;;5;0;
32;Akershus;;;;;DEMN;Norgesdemokratene;0,73216;514392;1650;1393;3043;;;0;0;
32;Akershus;;;;;DNI;Partiet DNI;0,10539;514392;287;151;438;;;0;0;
32;Akershus;;;;;FRED;Fred og Rettferdighet (FOR);0,31592;514392;769;544;1313;;;0;0;
32;Akershus;;;;;GENP;Generasjonspartiet;0,63785;514392;1584;1067;2651;;;0;0;
32;Akershus;;;;;HELSE;Velferd og Innovasjonspartiet;0,16337;514392;399;280;679;;;0;0;
32;Akershus;;;;;INP;Industri- og Næringspartiet;0,41793;514392;1002;735;1737;;;0;0;
32;Akershus;;;;;KRISTNE;Konservativt;0,31688;514392;834;483;1317;;;0;0;
